transaccion_id,customer_id,date_id,product_id,amount,transaction_type,balance_before,balance_after,channel,timestamp,is_fraud
296,195,280,8,-2814.58,Payment,2048.33,-766.25,,2024-10-06 09:55:00,1
297,116,179,5,3622.0,Deposit,8781.4,12403.4,Online,2024-06-27 07:13:00,0
298,151,364,6,1102.62,Transfer,3319.63,4422.25,,2024-12-29 06:52:00,0
299,16,180,10,322.81,Withdrawal,6473.07,6795.88,ATM,2024-06-28 09:36:00,0
300,132,70,2,4627.72,Payment,18375.37,23003.09,ATM,2024-03-10 20:08:00,0
301,34,75,4,2113.95,Withdrawal,15229.47,17343.42,Branch,2024-03-15 15:09:00,0
302,69,193,7,-480.08,Withdrawal,8057.02,7576.94,ATM,2024-07-11 22:59:00,0
303,117,168,8,819.56,Transfer,14618.64,15438.2,Branch,2024-06-16 20:42:00,0
304,17,204,9,-2821.7,Deposit,16496.95,13675.25,Branch,2024-07-22 08:20:00,0
305,87,296,9,-3694.06,Deposit,15766.07,12072.01,Online,2024-10-22 01:06:00,0
306,118,64,1,4294.33,Withdrawal,8825.72,13120.05,Online,2024-03-04 13:12:00,1
307,34,82,5,3744.23,Payment,1866.8,5611.03,ATM,2024-03-22 08:05:00,0
308,167,27,3,-1036.58,Deposit,14519.77,13483.19,,2024-01-27 13:41:00,0
309,25,110,1,-231.93,Payment,11873.59,11641.66,Branch,2024-04-19 00:00:00,0
310,31,356,7,-3678.25,Deposit,4578.94,900.6899999999996,Online,2024-12-21 23:51:00,0
311,81,154,6,-3628.71,Payment,12831.52,9202.81,,2024-06-02 02:33:00,0
312,157,226,3,-1488.12,Transfer,12561.6,11073.48,,2024-08-13 13:39:00,0
313,56,52,2,-3599.87,Payment,11791.48,8191.61,Branch,2024-02-21 11:27:00,0
314,36,142,4,1446.21,Transfer,11067.93,12514.14,ATM,2024-05-21 22:01:00,0
315,169,106,5,177.49,Transfer,14956.87,15134.36,ATM,2024-04-15 20:03:00,0
316,62,198,8,-3872.56,Payment,12761.65,8889.09,Online,2024-07-16 16:56:00,1
317,93,68,6,-1131.62,Transfer,7308.25,6176.63,,2024-03-08 15:49:00,0
318,151,8,2,-2378.15,Withdrawal,18451.59,16073.44,Branch,2024-01-08 16:18:00,0
319,129,217,7,2018.11,Transfer,12810.75,14828.86,,2024-08-04 08:05:00,0
320,131,80,4,363.9,Deposit,11728.74,12092.64,Online,2024-03-20 09:44:00,0
321,62,126,1,-4137.87,Payment,2319.73,-1818.14,Online,2024-05-05 09:42:00,0
322,190,62,3,-4873.35,Withdrawal,14029.99,9156.64,,2024-03-02 15:22:00,0
323,185,86,5,-1281.31,Payment,14658.72,13377.41,Online,2024-03-26 00:21:00,0
324,70,33,9,-2370.5,Deposit,9922.95,7552.450000000001,ATM,2024-02-02 01:31:00,0
325,43,81,6,-2448.84,Deposit,17885.37,15436.53,Online,2024-03-21 07:47:00,0
326,12,126,1,-4540.18,Deposit,7659.59,3119.41,,2024-05-05 05:59:00,0
327,10,336,9,-806.31,Transfer,4965.26,4158.950000000001,ATM,2024-12-01 08:52:00,0
328,96,258,2,1733.26,Transfer,3586.89,5320.15,Online,2024-09-14 12:04:00,0
329,73,168,5,-4136.14,Payment,159.38,-3976.76,,2024-06-16 09:36:00,0
330,190,125,10,-360.73,Payment,19955.74,19595.01,,2024-05-04 23:57:00,0
331,63,4,3,4323.98,Withdrawal,4659.95,8983.93,ATM,2024-01-04 20:53:00,0
332,3,1,6,2589.29,Withdrawal,16980.12,19569.41,ATM,2024-01-01 03:13:00,0
333,61,252,7,4611.85,Payment,14233.05,18844.9,Online,2024-09-08 01:58:00,0
334,134,359,7,3955.78,Transfer,19491.1,23446.88,Online,2024-12-24 18:06:00,0
335,164,39,7,918.96,Deposit,8699.66,9618.62,,2024-02-08 07:18:00,0
336,81,359,7,3319.0,Payment,6361.15,9680.15,ATM,2024-12-24 07:04:00,0
337,35,56,10,-3445.89,Withdrawal,8991.33,5545.4400000000005,ATM,2024-02-25 13:07:00,0
338,198,232,4,-1916.92,Transfer,17049.64,15132.72,Online,2024-08-19 05:51:00,0
339,181,21,10,-2849.79,Payment,2966.48,116.69000000000004,,2024-01-21 11:25:00,0
340,174,134,5,3200.9,Payment,621.64,3822.54,Branch,2024-05-13 14:35:00,0
341,64,237,2,-3980.93,Transfer,2429.07,-1551.8599999999997,Online,2024-08-24 07:08:00,0
342,103,352,6,1302.98,Payment,11646.48,12949.46,ATM,2024-12-17 02:01:00,1
343,51,66,8,-4080.21,Transfer,2450.55,-1629.66,Branch,2024-03-06 01:10:00,0
344,111,255,7,-4705.18,Deposit,3456.14,-1249.0400000000004,,2024-09-11 05:17:00,0
345,39,315,1,1191.77,Transfer,12945.57,14137.34,Branch,2024-11-10 13:56:00,0
346,16,144,2,-1169.85,Transfer,3989.16,2819.31,,2024-05-23 20:51:00,0
347,5,184,7,-203.16,Transfer,6880.68,6677.52,ATM,2024-07-02 12:17:00,0
348,82,113,10,-4706.97,Payment,1171.82,-3535.1500000000005,Branch,2024-04-22 16:22:00,0
349,60,52,3,-2521.43,Payment,5330.54,2809.11,Online,2024-02-21 07:36:00,0
350,100,89,6,-3239.0,Transfer,16124.2,12885.2,ATM,2024-03-29 18:01:00,0
351,91,289,10,-3578.98,Payment,16733.94,13154.96,Branch,2024-10-15 17:19:00,0
352,10,29,2,-2673.77,Withdrawal,398.56,-2275.21,Branch,2024-01-29 00:21:00,0
353,52,175,3,2169.38,Withdrawal,1191.12,3360.5,,2024-06-23 18:45:00,0
354,199,270,2,3606.69,Payment,7471.82,11078.51,Branch,2024-09-26 18:06:00,0
355,83,81,3,2323.52,Payment,15836.85,18160.37,Branch,2024-03-21 20:20:00,0
356,144,183,10,-2767.63,Transfer,7567.68,4800.05,ATM,2024-07-01 04:11:00,0
357,180,201,10,3507.57,Deposit,3641.64,7149.21,ATM,2024-07-19 19:14:00,0
358,27,73,8,-1688.32,Payment,4759.92,3071.6000000000004,ATM,2024-03-13 05:40:00,0
359,23,229,6,-4886.04,Withdrawal,4990.82,104.77999999999976,Online,2024-08-16 11:16:00,0
360,185,25,1,-1140.63,Transfer,19382.04,18241.41,Branch,2024-01-25 15:56:00,0
361,140,52,7,3288.07,Payment,3253.13,6541.200000000001,Online,2024-02-21 01:18:00,0
362,67,38,2,-1581.92,Withdrawal,3218.09,1636.17,Online,2024-02-07 17:57:00,1
363,87,315,10,3932.26,Withdrawal,8626.47,12558.73,,2024-11-10 19:56:00,0
364,14,170,2,-2944.5,Deposit,8185.6,5241.1,ATM,2024-06-18 21:18:00,0
365,25,202,1,717.7,Transfer,3071.8,3789.5,ATM,2024-07-20 00:27:00,0
366,170,246,10,-3003.25,Transfer,4139.06,1135.8100000000004,ATM,2024-09-02 02:30:00,0
367,79,242,7,-109.03,Deposit,1822.74,1713.71,Branch,2024-08-29 05:23:00,0
368,95,229,3,-4553.83,Deposit,9301.16,4747.33,,2024-08-16 08:36:00,0
369,193,44,2,1681.41,Transfer,19414.11,21095.52,,2024-02-13 17:03:00,0
370,134,275,7,1870.68,Transfer,11454.29,13324.97,,2024-10-01 15:19:00,0
371,183,258,1,712.2,Payment,2405.64,3117.84,Branch,2024-09-14 05:10:00,1
372,50,22,3,-766.25,Payment,4038.39,3272.14,,2024-01-22 19:16:00,0
373,187,45,2,-1119.01,Deposit,11041.08,9922.07,ATM,2024-02-14 16:29:00,0
374,4,301,10,225.62,Payment,2250.38,2476.0,,2024-10-27 04:36:00,0
375,195,55,2,626.84,Withdrawal,15714.91,16341.75,ATM,2024-02-24 13:16:00,0
376,125,312,10,-269.53,Payment,5508.28,5238.75,,2024-11-07 19:38:00,0
377,103,203,1,3895.74,Payment,13810.28,17706.02,Online,2024-07-21 23:30:00,0
378,96,173,1,3173.86,Withdrawal,6218.99,9392.85,Branch,2024-06-21 22:43:00,0
379,59,154,3,4742.19,Deposit,15480.62,20222.81,ATM,2024-06-02 08:46:00,0
380,166,97,2,-582.83,Withdrawal,14818.9,14236.07,ATM,2024-04-06 01:32:00,0
381,17,364,5,67.95,Payment,15610.33,15678.28,Online,2024-12-29 05:12:00,0
382,52,128,1,-4669.29,Deposit,18360.62,13691.329999999998,,2024-05-07 08:23:00,0
383,130,326,7,4230.74,Payment,4838.76,9069.5,Branch,2024-11-21 19:28:00,0
384,122,283,10,-1502.4,Withdrawal,16753.08,15250.680000000002,ATM,2024-10-09 23:53:00,0
385,73,198,1,-4503.49,Withdrawal,17142.22,12638.73,,2024-07-16 21:13:00,0
386,105,11,9,3646.3,Payment,9481.94,13128.240000000002,,2024-01-11 20:11:00,0
387,3,130,4,1083.44,Transfer,14254.81,15338.25,ATM,2024-05-09 13:57:00,0
388,90,130,8,-2817.91,Transfer,13543.92,10726.01,Branch,2024-05-09 18:06:00,0
389,170,288,6,1473.42,Withdrawal,5969.52,7442.94,Online,2024-10-14 15:04:00,0
390,71,142,6,-2388.53,Withdrawal,3767.2,1378.6699999999996,,2024-05-21 01:51:00,0
391,154,339,7,-1804.14,Transfer,14425.66,12621.52,Branch,2024-12-04 09:16:00,0
392,104,19,7,830.24,Transfer,6863.34,7693.58,,2024-01-19 21:34:00,0
393,122,260,6,-1998.05,Payment,16812.77,14814.72,,2024-09-16 09:06:00,0
394,190,287,5,2629.18,Payment,18938.47,21567.65,ATM,2024-10-13 20:05:00,0
395,58,216,5,2880.9,Transfer,7433.65,10314.55,ATM,2024-08-03 14:54:00,0
396,14,298,10,4443.01,Payment,9444.39,13887.4,,2024-10-24 16:07:00,0
397,98,153,9,-868.93,Payment,2747.31,1878.38,,2024-06-01 10:26:00,1
398,118,162,3,3623.94,Deposit,15578.82,19202.76,Branch,2024-06-10 10:40:00,1
399,81,3,1,-479.47,Payment,15223.87,14744.4,,2024-01-03 18:48:00,0
400,196,67,2,1144.8,Withdrawal,8067.87,9212.67,Branch,2024-03-07 12:00:00,0
401,52,8,6,3920.06,Payment,358.32,4278.38,Online,2024-01-08 20:46:00,0
402,178,160,6,-3710.69,Payment,10066.73,6356.039999999999,ATM,2024-06-08 05:04:00,0
403,77,234,5,2278.32,Transfer,8673.3,10951.62,,2024-08-21 10:57:00,0
404,193,85,4,4480.84,Withdrawal,382.49,4863.33,,2024-03-25 23:08:00,0
405,6,259,10,-3310.15,Payment,14222.2,10912.05,Online,2024-09-15 12:56:00,0
406,198,320,9,-4514.13,Payment,13239.4,8725.27,Online,2024-11-15 01:44:00,0
407,114,64,7,472.82,Deposit,14037.36,14510.18,,2024-03-04 22:43:00,0
408,78,339,7,-3990.2,Payment,12455.96,8465.759999999998,,2024-12-04 13:53:00,0
409,131,61,10,-2172.93,Payment,9954.78,7781.85,,2024-03-01 08:53:00,0
410,52,361,6,-902.44,Deposit,788.11,-114.33000000000004,Branch,2024-12-26 06:44:00,0
411,85,2,4,-4872.51,Transfer,18137.6,13265.089999999998,Branch,2024-01-02 04:05:00,0
412,20,132,2,1443.37,Payment,19773.32,21216.69,ATM,2024-05-11 08:29:00,0
413,45,149,1,-1397.85,Deposit,8519.9,7122.049999999999,Online,2024-05-28 03:54:00,0
414,12,71,1,1633.55,Withdrawal,6573.22,8206.77,Branch,2024-03-11 19:17:00,0
415,24,176,6,-3171.31,Transfer,8005.0,4833.6900000000005,Branch,2024-06-24 08:53:00,0
416,123,333,7,3861.24,Withdrawal,2261.13,6122.37,Online,2024-11-28 05:06:00,0
417,152,292,8,1783.93,Withdrawal,12226.46,14010.39,ATM,2024-10-18 19:01:00,0
418,187,248,3,4203.98,Deposit,17751.88,21955.86,Branch,2024-09-04 01:04:00,0
419,81,361,1,3683.32,Payment,19557.91,23241.23,ATM,2024-12-26 16:33:00,0
420,159,222,2,1617.13,Deposit,9638.59,11255.72,Branch,2024-08-09 04:53:00,0
421,157,6,1,1433.99,Deposit,10111.35,11545.34,Branch,2024-01-06 15:55:00,0
422,193,165,8,-2591.08,Deposit,1007.01,-1584.07,,2024-06-13 17:41:00,0
423,61,236,2,-558.11,Deposit,1760.4,1202.29,Branch,2024-08-23 14:20:00,0
424,128,53,1,-965.6,Transfer,11142.62,10177.02,Online,2024-02-22 02:50:00,0
425,159,261,5,623.33,Payment,19007.1,19630.43,ATM,2024-09-17 01:52:00,0
426,117,287,6,2674.16,Withdrawal,14333.16,17007.32,ATM,2024-10-13 22:28:00,0
427,195,2,4,-1586.43,Withdrawal,10953.81,9367.38,ATM,2024-01-02 22:06:00,0
428,43,72,8,3218.39,Payment,2139.23,5357.62,,2024-03-12 06:07:00,0
429,101,235,4,3245.54,Withdrawal,14335.76,17581.3,Online,2024-08-22 13:02:00,0
430,173,64,10,2721.45,Payment,9147.76,11869.21,,2024-03-04 15:00:00,0
431,13,222,9,3388.16,Withdrawal,18487.42,21875.58,,2024-08-09 22:37:00,0
432,33,199,2,1575.22,Deposit,10082.2,11657.42,Branch,2024-07-17 13:38:00,0
433,196,141,4,-1021.3,Withdrawal,19409.83,18388.53,Branch,2024-05-20 04:08:00,0
434,180,154,9,3430.74,Payment,14237.49,17668.23,,2024-06-02 06:13:00,0
435,75,345,6,-3673.28,Payment,10077.87,6404.59,ATM,2024-12-10 22:07:00,0
436,144,299,8,706.38,Payment,13484.87,14191.25,ATM,2024-10-25 13:51:00,0
437,28,196,1,-3546.73,Payment,3998.05,451.32000000000016,,2024-07-14 09:43:00,0
438,16,105,5,2535.94,Payment,7173.65,9709.59,Branch,2024-04-14 03:39:00,0
439,190,115,9,2424.13,Transfer,4751.91,7176.04,ATM,2024-04-24 22:42:00,0
440,98,214,7,4567.02,Transfer,19316.66,23883.68,Online,2024-08-01 00:47:00,0
441,159,116,8,4114.86,Withdrawal,15102.15,19217.01,,2024-04-25 23:12:00,0
442,46,96,2,4624.75,Payment,7543.96,12168.71,Branch,2024-04-05 08:35:00,0
443,42,131,10,-4943.55,Withdrawal,14193.79,9250.240000000002,,2024-05-10 01:09:00,0
444,153,321,1,1156.09,Payment,9811.02,10967.11,ATM,2024-11-16 02:50:00,0
445,135,95,4,206.06,Payment,8318.62,8524.68,Branch,2024-04-04 02:22:00,0
446,55,170,6,-1392.02,Transfer,19006.17,17614.149999999998,Branch,2024-06-18 17:52:00,0
447,167,59,1,1689.38,Transfer,4806.96,6496.34,,2024-02-28 01:43:00,0
448,98,198,2,-2434.09,Deposit,494.11,-1939.98,ATM,2024-07-16 16:51:00,0
449,125,152,1,3982.82,Transfer,6406.26,10389.08,Online,2024-05-31 03:10:00,1
450,198,274,9,-4926.69,Deposit,4215.63,-711.0599999999995,,2024-09-30 21:27:00,0
451,53,360,9,3786.37,Deposit,12931.22,16717.59,Online,2024-12-25 23:43:00,0
452,118,20,6,-4124.79,Deposit,3559.84,-564.9499999999998,ATM,2024-01-20 17:04:00,0
453,59,209,5,-1119.67,Deposit,8660.5,7540.83,Online,2024-07-27 12:43:00,0
454,2,33,10,2559.61,Deposit,14017.64,16577.25,Online,2024-02-02 11:59:00,0
455,75,311,5,-4134.95,Withdrawal,7628.27,3493.3200000000006,Online,2024-11-06 15:10:00,0
456,35,280,7,-2050.22,Transfer,5961.13,3910.91,ATM,2024-10-06 00:35:00,0
457,37,22,2,-4949.7,Deposit,10743.04,5793.340000000001,Online,2024-01-22 09:13:00,0
458,186,109,6,-873.46,Payment,3219.09,2345.63,,2024-04-18 19:53:00,0
459,30,344,3,2996.6,Transfer,17027.75,20024.35,Branch,2024-12-09 20:35:00,0
460,172,129,2,-4017.98,Transfer,19030.8,15012.82,ATM,2024-05-08 04:42:00,0
461,26,318,5,-4301.91,Deposit,6355.72,2053.8100000000004,Branch,2024-11-13 10:39:00,0
462,178,79,10,655.52,Withdrawal,16154.0,16809.52,Branch,2024-03-19 05:00:00,0
463,57,142,7,3401.1,Deposit,13591.6,16992.7,ATM,2024-05-21 15:29:00,0
464,199,250,5,516.72,Withdrawal,12911.03,13427.75,Online,2024-09-06 08:54:00,0
465,138,135,4,2335.45,Payment,14548.51,16883.96,Online,2024-05-14 16:40:00,0
466,149,208,10,2692.0,Transfer,18126.07,20818.07,ATM,2024-07-26 17:57:00,1
467,121,188,3,-1075.02,Payment,2677.63,1602.61,Online,2024-07-06 12:23:00,0
468,170,315,4,1841.62,Withdrawal,8924.41,10766.03,,2024-11-10 18:36:00,0
469,38,184,8,-4595.8,Withdrawal,4635.0,39.19999999999982,ATM,2024-07-02 11:14:00,0
470,53,185,9,-1119.07,Payment,17631.04,16511.97,Online,2024-07-03 20:20:00,0
471,134,135,5,786.31,Withdrawal,7533.19,8319.5,Branch,2024-05-14 11:37:00,0
472,20,129,9,-1236.71,Payment,10327.44,9090.73,ATM,2024-05-08 11:31:00,0
473,155,257,1,3820.34,Transfer,3312.12,7132.46,Online,2024-09-13 16:41:00,0
474,39,81,3,-1377.77,Payment,13222.19,11844.42,Branch,2024-03-21 10:46:00,0
475,173,246,8,-2892.96,Transfer,12945.18,10052.22,Branch,2024-09-02 00:15:00,0
476,147,83,10,-3652.76,Payment,17815.95,14163.19,,2024-03-23 01:10:00,0
477,47,208,9,993.58,Withdrawal,17570.18,18563.76,ATM,2024-07-26 02:13:00,0
478,121,88,8,-2806.36,Payment,12016.77,9210.41,,2024-03-28 19:42:00,0
479,43,233,6,965.33,Withdrawal,4596.28,5561.61,Branch,2024-08-20 04:06:00,0
480,134,351,9,-802.05,Payment,12110.22,11308.17,,2024-12-16 15:57:00,0
481,10,258,9,2523.83,Payment,9644.82,12168.65,,2024-09-14 19:34:00,0
482,199,268,7,-793.16,Deposit,13952.86,13159.7,Branch,2024-09-24 07:51:00,0
483,197,180,7,890.48,Withdrawal,8509.79,9400.27,ATM,2024-06-28 15:49:00,0
484,22,307,5,3767.66,Deposit,5156.1,8923.76,Online,2024-11-02 22:47:00,0
485,148,61,9,197.62,Withdrawal,13090.92,13288.54,ATM,2024-03-01 13:23:00,0
486,110,130,10,-2386.97,Deposit,11293.4,8906.43,ATM,2024-05-09 21:25:00,0
487,106,286,9,-175.32,Transfer,11181.88,11006.56,Branch,2024-10-12 08:19:00,0
488,199,71,7,3549.99,Payment,14956.28,18506.27,Branch,2024-03-11 22:10:00,0
489,131,174,7,3008.54,Withdrawal,3214.76,6223.3,Online,2024-06-22 02:52:00,0
490,154,46,7,-4359.2,Withdrawal,7416.7,3057.5,Online,2024-02-15 23:24:00,0
491,103,336,10,210.06,Payment,18914.32,19124.38,,2024-12-01 20:31:00,0
492,52,147,9,-3052.54,Withdrawal,12303.8,9251.259999999998,Online,2024-05-26 11:15:00,0
493,41,142,2,2796.73,Withdrawal,13393.24,16189.97,Branch,2024-05-21 18:12:00,0
494,189,47,2,495.93,Deposit,6949.5,7445.43,ATM,2024-02-16 07:38:00,0
495,117,295,7,-4953.49,Withdrawal,8142.69,3189.2,Online,2024-10-21 17:04:00,0
496,88,263,2,4567.09,Transfer,13883.84,18450.93,Branch,2024-09-19 18:30:00,0
497,194,235,6,1815.95,Transfer,9639.4,11455.35,ATM,2024-08-22 02:24:00,0
498,57,162,4,-875.74,Payment,10330.08,9454.34,Online,2024-06-10 22:53:00,0
499,74,205,2,1736.98,Withdrawal,1520.58,3257.56,,2024-07-23 15:20:00,0
500,147,94,5,4471.18,Payment,9979.99,14451.17,,2024-04-03 07:47:00,0
501,68,118,4,-2972.33,Transfer,16726.69,13754.36,ATM,2024-04-27 04:49:00,0
502,21,315,8,-4933.76,Withdrawal,16960.21,12026.45,ATM,2024-11-10 19:20:00,0
503,148,252,5,-3171.28,Withdrawal,7957.59,4786.31,,2024-09-08 01:33:00,0
504,123,17,9,24.75,Payment,17208.0,17232.75,,2024-01-17 14:07:00,0
505,118,353,6,-4915.81,Transfer,7588.56,2672.75,Online,2024-12-18 10:23:00,0
506,67,281,3,-2371.51,Withdrawal,9426.91,7055.4,ATM,2024-10-07 11:11:00,0
507,54,359,7,2521.96,Payment,17086.52,19608.48,ATM,2024-12-24 14:11:00,0
508,148,52,4,2208.15,Transfer,11106.8,13314.95,Branch,2024-02-21 06:09:00,0
509,190,243,3,3056.68,Payment,8430.41,11487.09,,2024-08-30 20:33:00,0
510,81,154,8,-2490.26,Deposit,7968.04,5477.78,,2024-06-02 01:13:00,0
511,122,231,2,2445.93,Withdrawal,7219.24,9665.17,ATM,2024-08-18 11:01:00,0
512,90,102,10,768.54,Deposit,19587.46,20356.0,ATM,2024-04-11 11:20:00,0
513,125,41,8,-1189.29,Transfer,9275.04,8085.750000000001,,2024-02-10 05:40:00,0
514,87,324,7,1123.1,Deposit,16978.02,18101.12,Online,2024-11-19 02:10:00,0
515,81,335,6,-2086.44,Deposit,12107.7,10021.26,Branch,2024-11-30 08:56:00,0
516,93,267,10,4655.26,Transfer,3346.36,8001.620000000001,Online,2024-09-23 04:46:00,0
517,65,108,2,-3330.9,Payment,1911.07,-1419.8300000000002,Branch,2024-04-17 17:03:00,0
518,102,43,9,-3960.72,Deposit,1686.23,-2274.49,Branch,2024-02-12 09:14:00,0
519,73,321,8,-3735.88,Payment,571.43,-3164.4500000000003,ATM,2024-11-16 10:55:00,0
520,139,281,5,-551.55,Deposit,11816.62,11265.070000000002,Branch,2024-10-07 20:47:00,0
521,145,269,7,1397.87,Payment,18178.46,19576.33,Branch,2024-09-25 17:14:00,0
522,114,188,5,-877.96,Transfer,6071.46,5193.5,Online,2024-07-06 16:52:00,0
523,35,147,6,-308.02,Deposit,13755.4,13447.38,Branch,2024-05-26 15:19:00,0
524,111,306,5,-2687.85,Transfer,10964.24,8276.39,,2024-11-01 13:56:00,0
525,102,84,4,2149.38,Deposit,16568.54,18717.92,,2024-03-24 08:05:00,0
526,62,314,9,3075.75,Transfer,5693.54,8769.29,ATM,2024-11-09 13:12:00,0
527,47,149,3,-3896.44,Transfer,12354.59,8458.15,ATM,2024-05-28 22:39:00,0
528,83,78,1,-4503.68,Deposit,3718.75,-784.9300000000003,Online,2024-03-18 09:17:00,0
529,113,120,1,-4098.03,Deposit,9871.59,5773.56,ATM,2024-04-29 13:19:00,0
530,128,238,6,1969.35,Deposit,6604.97,8574.32,,2024-08-25 01:17:00,0
531,19,241,9,-3183.96,Withdrawal,16345.01,13161.05,Online,2024-08-28 03:49:00,0
532,99,127,8,2376.19,Payment,3983.6,6359.79,Online,2024-05-06 16:42:00,1
533,122,349,7,4612.14,Withdrawal,3172.23,7784.370000000001,Online,2024-12-14 23:59:00,0
534,32,247,5,1385.2,Withdrawal,7208.53,8593.73,Online,2024-09-03 21:13:00,1
535,61,167,7,-4849.32,Transfer,11693.94,6844.620000000001,Branch,2024-06-15 07:00:00,0
536,149,353,8,962.12,Deposit,15415.94,16378.06,,2024-12-18 05:31:00,0
537,159,321,6,-4399.48,Payment,12891.5,8492.02,Online,2024-11-16 04:31:00,0
538,143,225,6,2331.89,Transfer,13785.0,16116.89,ATM,2024-08-12 23:08:00,0
539,11,362,8,-625.0,Withdrawal,10854.68,10229.68,Branch,2024-12-27 06:36:00,0
540,90,240,6,-2246.76,Deposit,1377.53,-869.2300000000002,,2024-08-27 14:18:00,0
541,139,233,6,-4992.8,Transfer,14673.15,9680.35,Online,2024-08-20 19:54:00,0
542,159,165,4,2210.04,Deposit,3797.39,6007.43,Branch,2024-06-13 17:09:00,0
543,83,329,7,-1779.76,Transfer,10464.01,8684.25,Online,2024-11-24 01:53:00,0
544,46,104,1,-3929.45,Deposit,1975.07,-1954.38,Branch,2024-04-13 21:31:00,0
545,180,132,10,-4509.14,Withdrawal,12119.07,7609.929999999999,Online,2024-05-11 00:59:00,0
546,168,41,8,-319.41,Payment,7218.52,6899.110000000001,Branch,2024-02-10 11:50:00,0
547,158,271,5,-4593.47,Withdrawal,16689.13,12095.66,Online,2024-09-27 06:33:00,0
548,186,273,4,-1146.69,Payment,10523.84,9377.15,,2024-09-29 18:40:00,0
549,143,213,9,2461.08,Deposit,13489.85,15950.93,Branch,2024-07-31 03:10:00,0
550,141,259,7,-1624.87,Transfer,10678.01,9053.14,Branch,2024-09-15 11:57:00,0
551,84,212,6,2641.84,Withdrawal,16523.1,19164.94,ATM,2024-07-30 19:15:00,0
552,55,282,7,4261.47,Payment,7200.17,11461.64,Branch,2024-10-08 14:25:00,0
553,9,306,5,-4836.98,Withdrawal,19868.24,15031.260000000002,ATM,2024-11-01 00:19:00,1
554,55,12,6,2715.23,Payment,18382.24,21097.47,,2024-01-12 03:02:00,0
555,40,136,3,-1329.17,Withdrawal,4659.88,3330.71,ATM,2024-05-15 02:36:00,0
556,56,167,2,2929.04,Payment,9765.53,12694.57,Online,2024-06-15 19:41:00,0
557,188,196,10,-4215.23,Payment,18437.43,14222.2,ATM,2024-07-14 11:56:00,0
558,107,117,2,2476.79,Deposit,12677.74,15154.53,Branch,2024-04-26 01:19:00,0
559,82,290,9,-3504.2,Payment,3063.95,-440.25,Branch,2024-10-16 14:48:00,0
560,130,114,2,-680.64,Deposit,2960.25,2279.61,ATM,2024-04-23 02:30:00,0
561,13,205,9,-2374.42,Payment,10036.46,7662.039999999999,,2024-07-23 04:30:00,0
562,125,334,7,713.31,Transfer,4846.3,5559.610000000001,ATM,2024-11-29 13:20:00,0
563,148,58,2,1717.48,Transfer,7305.35,9022.83,,2024-02-27 10:22:00,0
564,7,87,5,4876.52,Transfer,12463.64,17340.16,Branch,2024-03-27 01:59:00,0
565,52,80,6,2577.34,Payment,2247.43,4824.77,Online,2024-03-20 07:39:00,0
566,74,176,1,1937.95,Deposit,6102.36,8040.309999999999,Branch,2024-06-24 00:21:00,0
567,138,105,4,464.24,Deposit,10976.0,11440.24,,2024-04-14 22:44:00,0
568,97,340,10,267.99,Payment,3406.39,3674.38,ATM,2024-12-05 06:50:00,0
569,70,239,1,1547.58,Transfer,1331.96,2879.54,ATM,2024-08-26 21:54:00,0
570,93,10,2,-2075.04,Transfer,4623.37,2548.33,Branch,2024-01-10 16:45:00,0
571,81,306,8,315.61,Deposit,3977.5,4293.11,Branch,2024-11-01 17:59:00,0
572,11,272,4,-1950.72,Transfer,7868.0,5917.28,,2024-09-28 00:22:00,0
573,91,121,5,4959.94,Withdrawal,16237.86,21197.8,ATM,2024-04-30 12:56:00,1
574,8,144,9,-2744.17,Deposit,17943.51,15199.339999999998,,2024-05-23 02:46:00,0
575,174,321,10,1865.23,Transfer,4807.22,6672.450000000001,,2024-11-16 13:19:00,0
576,85,278,8,-3682.28,Deposit,11620.61,7938.33,,2024-10-04 04:19:00,0
577,135,221,3,4956.86,Withdrawal,13124.64,18081.5,,2024-08-08 10:04:00,0
578,185,95,2,-1824.02,Deposit,14541.59,12717.57,ATM,2024-04-04 13:26:00,0
579,191,78,5,2791.08,Deposit,2630.92,5422.0,Online,2024-03-18 19:39:00,0
580,146,119,10,963.61,Deposit,13747.56,14711.17,ATM,2024-04-28 02:44:00,0
581,35,310,9,-312.37,Deposit,3679.53,3367.1600000000003,Branch,2024-11-05 15:30:00,0
582,50,17,4,-914.11,Withdrawal,18508.7,17594.59,Branch,2024-01-17 07:47:00,0
583,52,34,4,-3229.22,Payment,17342.58,14113.360000000002,Branch,2024-02-03 22:20:00,0
584,64,208,7,2762.15,Deposit,14404.02,17166.170000000002,Branch,2024-07-26 19:47:00,0
585,138,329,9,3757.83,Deposit,10412.98,14170.81,Branch,2024-11-24 14:52:00,0
586,63,276,9,-1043.89,Transfer,11154.02,10110.13,Online,2024-10-02 06:18:00,0
587,78,237,5,-3335.13,Deposit,12262.69,8927.560000000001,Online,2024-08-24 22:33:00,0
588,119,47,8,2226.47,Transfer,3595.43,5821.9,,2024-02-16 12:26:00,0
589,7,233,3,903.15,Payment,17650.97,18554.120000000003,Online,2024-08-20 08:20:00,0
590,183,64,3,-4088.09,Withdrawal,12681.45,8593.36,Online,2024-03-04 16:45:00,0
591,131,82,10,-1213.21,Withdrawal,878.12,-335.09000000000003,,2024-03-22 10:36:00,0
